en,id
i returned the knife that i borrowed .,saya mengembalikan pisau yang telah saya pinjam .
i started learning chinese last week .,aku mulai mempelajari bahasa mandarin minggu lalu .
i stayed home because it was raining .,aku tetap berada di rumah karena hujan sedang turun .
i still do not know how that happened .,aku masih tidak tahu bagaimana itu bisa terjadi .
i suspect tom and mary are incorrect .,aku menduga tom dan mary salah .
i think there is a mistake on my bill .,saya kira ada yang salah pada tagihan saya .
i told you not to turn on the lights .,sudah saya katakan jangan menyalakan lampu .
i tried to put an end to the quarrel .,aku berusaha untuk menghentikan pertengkaran itu .
i want to examine you again tomorrow .,saya akan memeriksa anda lagi besok .
i wanted tom to help me wash the car .,aku ingin tom membantuku mencuci mobil .
i was just pretending i was sleeping .,aku hanya berpura-pura sedang tidur .
i went to the library to read a book .,saya pergi ke perpustakaan untuk membaca buku .
i will write to you as soon as i can .,aku akan menulis surat untukmu sesegera mungkin .
i will not be able to visit you anymore .,aku tidak bisa lagi mengunjungimu .
i will not visit australia on this trip .,saya tidak akan pergi ke australia di perjalanan ini .
i wonder why everybody left so early .,saya heran .  mengapa semua orang pulang buru-buru ?
i would like to have a cup of coffee .,aku ingin minum kopi .
i will be sixteen years old next month .,bulan depan umur saya enam belas tahun .
i will help you move to your new house .,aku akan membantumu pindah ke rumah barumu .
i will help you move to your new house .,saya akan membantu anda pindah ke rumah baru anda .
i will never ask you for anything else .,aku tidak akan memintamu yang lain-lain lagi .
i will never forget what just happened .,aku tidak akan melupakan apa yang baru saja terjadi .
i will show you how to properly use it .,saya akan menunjukkan cara menggunakannya dengan benar .
"i am tom ,  and this is my friend ,  mary .","saya tom ,  dan ini teman saya mary ."
i am afraid tom will not be able to come .,aku rasa tom tidak akan bisa datang .
i am afraid you do not have any choice .,kurasa kamu tidak punya pilihan lain .
i am going down now to investigate it .,aku akan turun sekarang untuk menyelidiki itu .
i am happy that i was able to do that .,aku senang bisa melakukan itu .
i am not going to tell you what to do .,saya tidak akan memberi tahu caranya .
i am sorry i kept you waiting so long .,maaf membuatmu menunggu begitu lama .
"i am sorry ,  did i say something wrong ?","maaf ,  apakah ada yang salah dengan perkataanku ?"
i have been in australia several years .,aku sudah beberapa tahun di australia .
i have played golf with tom many times .,aku sudah sering bermain golf dengan tom .
"if you were tom ,  what would you want ?","kalau saja kau adalah tom ,  apa yang kau inginkan ?"
it is not wine .  it is just grape juice .,"itu bukan anggur ,  itu hanya jus anggur ."
lack of sleep is bad for your health .,kurang tidur tidak baik bagi kesehatan anda .
learning foreign languages is boring .,belajar bahasa asing membosankan .
my daughter likes to play with dolls .,anak perempuan saya gemar bermain boneka .
my father helped me with my homework .,ayahku membantuku mengerjakan prku .
my father wants me to be an engineer .,ayah saya ingin saya menjadi seorang insinyur .
my grandmother can ride a motorcycle .,nenekku bisa mengendarai motor .
my guitar is a lot better than yours .,gitarku jauh lebih baik daripada punyamu .
my mom likes my brother more than me .,ibuku menyukai adikku lebih dari aku .
my son still believes in santa claus .,anak laki-lakiku masih percaya akan santa claus .
my wife is obsessed with cleanliness .,istriku terobsesi dengan kebersihan .
my younger brother is taller than me .,adik laki-lakiku lebih tinggi dariku .
no problem .  i can sleep on the couch .,tidak apa-apa .  aku bisa tidur di sofa .
one must do one is best in everything .,seseorang harus melakukan yang terbaik dalam hal apapun .
"one ,  three ,  and five are odd numbers .","satu ,  tiga ,  dan lima adalah bilangan ganjil ."
only my mother really understands me .,hanya ibuku yang benar-benar mengerti aku .
our friendship will last a long time .,pertemanan kita akan bertahan lama .
our friendship will last a long time .,pertemanan kami akan bertahan lama .
"our school library is small ,  but new .","perpustakaan sekolah kami kecil ,  tetapi masih baru ."
papua new guinea was a german colony .,papua nugini dulunya merupakan koloni jerman .
patience is a rare virtue these days .,kesabaran merupakan kebajikan yang sukar ditemukan belakangan ini .
please show me your driver is license .,tolong perlihatkan sim anda .
please write your name with a pencil .,silakan tulis nama anda menggunakan pensil .
raise both of your arms up like this .,angkat kedua lengan anda seperti ini .
raise both of your arms up like this .,angkat kedua tangan anda seperti ini .
school begins the day after tomorrow .,kegiatan sekolah akan dimulai besok lusa .
"seen from a distance ,  she is a beauty .",dari jauh dia cantik .
shake this bottle before you open it .,kocok botol ini sebelum membukanya .
she did not answer all the questions .,dia tidak menjawab semua pertanyaan .
she gave him something cold to drink .,dia memberikannya sesuatu yang dingin untuk diminum .
she held out her hand and i shook it .,ia mengulurkan tangannya dan aku pun menjabatnya .
she invited me to her birthday party .,dia mengundangku ke pesta ulang tahunnya .
she was born and brought up in osaka .,dia dilahirkan dan dibesarkan di osaka .
"show me your driving license ,  please .",tolong tunjukkan sim anda .
something is happening on park street .,sesuatu terjadi di jalan park .
stop spending money on stupid things .,berhentilah mengeluarkan uang untuk hal yang tidak penting .
thank you for lending the book to us .,terima kasih telah meminjamkan buku itu kepada kami .
that is not important for you to know .,tidaklah penting untuk kau ketahui .
the addict died from a drug overdose .,pencandu itu mati karena overdosis narkoba .
the bus leaves every fifteen minutes .,busnya berangkat setiap  menit .
"the cellar is ugly ,  dark ,  and stinky .","ruang bawah tanahnya jelek ,  gelap ,  dan berbau ."
the island was struck by the typhoon .,pulau itu dihantam topan .
"the more you have ,  the more you want .",nafsu tidak bertepi .
the new bridge is under construction .,jembatan baru sedang dibangun .
the royal palace was built on a hill .,istana kerajaan tersebut dibangun di atas bukit .
the students did the work themselves .,para siswa mengerjakan sendiri tugas mereka .
the supermarket opens at ten o'clock .,supermarketnya buka jam sepuluh tepat .
the view from this room is wonderful .,pemandangan dari kamar ini sangat bagus .
the workers were proud of their work .,para pekerja bangga akan pekerjaannya .
the world does not revolve around you .,dunia tidak berputar mengelilingimu .
their losses reached one million yen .,kerugian mereka mencapai satu juta yen .
there are many people who cannot swim .,ada banyak orang yang tidak bisa berenang .
there is no water left in the bottle .,tidak tersisa air didalam botol .
there was almost nothing in the room .,hampir tidak ada apa-apa di kamar tersebut .
these books are not just for children .,buku-buku ini bukan hanya untuk anak-anak .
they do not always obey their parents .,mereka tidak selalu patuh kepada orang tua mereka .
they submitted the case to the court .,mereka mengajukan kasus itu ke pengadilan .
this area is rich in marine products .,daerah ini kaya akan hasil laut .
this book is suitable for your needs .,buku ini sesuai dengan kebutuhanmu .
this college was established in  .,kampus ini didirikan pada tahun  .
this house is going to be demolished .,rumah ini akan dibongkar .
this is the best camera in the store .,ini adalah kamera terbaik di toko tersebut .
this is the worst storm in ten years .,ini adalah badai terburuk dalam sepuluh tahun terakhir .
thousands of people visited the city .,ribuan orang mengunjungi kota itu .
tom and mary are not religious at all .,tom dan mary tidak religius sama sekali .
tom and mary did what they had to do .,tom dan mary melakukan apa yang harus mereka lakukan .
tom asked if he needed to wear a tie .,tom bertanya apakah ia perlu mengenakan dasi .
tom borrowed a book from the library .,tom meminjam buku dari perpustakaan .
tom carefully read over the contract .,tom membaca kontrak itu dengan hati-hati .
tom certainly knew about the problem .,tom tentunya tahu tentang masalah itu .
tom cooked a delicious dinner for us .,tom memasak makanan yang lezat untuk kami .
tom did not even want to talk to mary .,tom bahkan tidak ingin berbicara dengan mary .
tom did not know mary had a boyfriend .,tom tidak tahu kalau mary punya pacar .
tom did not think he could trust mary .,tom tidak yakin kalau dia bisa mempercayai mary .
tom does not know how much it will cost .,tom tidak tahu berapa biayanya .
tom does not know how to speak french .,tom tidak tahu cara berbicara bahasa perancis .
tom does not know where his socks are .,tom tidak tahu di mana kaus kakinya .
tom grows all the vegetables he eats .,tom menanam sendiri semua sayuran yang ia makan .
tom had no intention of helping mary .,tom tidak berniat menolong mary .
tom had no intention of helping mary .,tom tidak berkeinginan membantu mary .
"tom has been very unlucky ,  has not he ?","tom benar-benar kurang beruntung ,  ya ?"
tom has never actually taught french .,"sebenarnya ,  tom tidak pernah mengajar bahasa prancis ."
tom has started renovating his house .,tom telah memulai merenovasi rumahnya .
tom heard mary singing in the shower .,tom mendengar mary bernyanyi di kamar mandi .
tom is able to speak french fluently .,tom dapat berbicara bahasa prancis dengan fasih .
tom is able to speak french fluently .,tom mampu berbicara bahasa prancis dengan lancar .
tom is accustomed to working outside .,tom sudah terbiasa bekerja di luar .
tom is still not answering his phone .,tom masih tidak mengangkat teleponnya .
tom is the newest member of our team .,tom anggota terbaru tim kami .
tom is the newest member of our team .,tom anggota terbaru tim kita .
tom is not used to living in the city .,tom tidak terbiasa hidup di kota .
tom is not used to speaking in public .,tom tidak terbiasa berbicara di depan orang banyak .
tom left about an hour ago with mary .,tom pergi sejam yang lalu dengan mary
tom left to meet you three hours ago .,tom pergi untuk menemuimu tiga jam yang lalu .
tom managed to swim across the river .,tom berhasil berenang menyeberangi sungai .
tom pointed to the chair next to his .,tom menunjuk kursi disebelahnya .
tom probably just forgot you are here .,tom mungkin saja lupa kamu di sini .
tom sat at his desk reading a report .,tom duduk membaca laporan di mejanya .
"tom saw mary is name on the list ,  too .",tom juga melihat nama mary di daftar .
tom says he knows why you did not win .,tom berkata dia tahu mengapa kamu tidak menang
tom says he is an old friend of yours .,tom bilang dia teman lamamu .
tom says he is trying to quit smoking .,tom berkata dia sedang berusaha berhenti merokok .
tom should not have said those things .,tom tidak seharusnya mengucapkan perkataan itu .
tom signed the contract this morning .,tom menandatangani kontrak pagi ini .
tom spends a lot of his time reading .,tom banyak menghabiskan waktunya dengan membaca .
tom thought mary seemed really happy .,tom mengira mary terlihat sangat senang .
tom walked in through the front door .,tom melangkah masuk melalui pintu depan .
tom was born three months after mary .,tom lahir tiga bulan setelah mary .
tom will not do that unless you ask him .,tom tidak akan melakukannya kecuali jika kau memintanya .
we cannot live without air and water .,kita tidak bisa hidup tanpa udara dan air .
we got here at exactly the same time .,kami tiba di sini hampir bersamaan .
we have a reservation for six-thirty .,kami sudah memesan yang pukul enam tiga puluh .
we should have known tom would be late .,kita seharusnya tahu kalau tom akan terlambat .
we went to the park to take pictures .,kami pergi ke taman untuk berfoto .
we have been together for thirty years .,kami telah bersama selama tiga puluh tahun .
what do you think of the new teacher ?,bagaimana pendapatmu mengenai guru baru itu ?
what subjects does mr .  jackson teach ?,mata pelajaran apa saja yang diajarkan pak jackson ?
what was the name of that restaurant ?,apa nama restoran itu ?
where is the nearest department store ?,di mana supermarket terdekat ?
who was that who answered your phone ?,siapa yang mengangkat teleponmu ?
who is that guy swimming in the river ?,siapa laki-laki yang berenang di sungai itu ?
why do not you play the banjo anymore ?,kenapa kamu sudah tidak bermain banjo lagi ?
would you like another cup of coffee ?,anda ingin segelas kopi lagi ?
you and i do not have a lot in common .,kamu dan saya tidak memiliki banyak kesamaan .
you cannot blame her for what she did .,kamu tidak bisa menyalahkan dia karena apa yang dia lakukan .
you cannot lift the piano by yourself .,kau tidak bisa mengangkat pianonya seorang diri .
you have a big stain on your sweater .,ada noda besar di swetermu .
you look lovely just the way you are .,dirimu apa adanya sudah terlihat cantik .
you should be very proud of yourself .,kamu pasti sangat bangga dengan dirimu .
you should put that cash in the safe .,kau seharusnya memasukkan uang tunai itu ke dalam brankas .
you should not have bought this shirt .,kamu seharusnya tidak membeli baju ini .
you still have not given me an answer .,kamu masih belum memberikanku jawaban .
you would better tell tom not to do that .,kamu sebaiknya memberitahu tom untuk tidak melakukannya .
you will need either a pen or a pencil .,kamu akan membutuhkan pulpen atau pensil .
you will need either a pen or a pencil .,kamu akan butuh pulpen atau pensil .
you are lucky that you were not killed .,kau beruntung kau tidak terbunuh .
you are not the only one who is hungry .,bukan hanya kamu saja yang merasa lapar .
you are too young to watch this movie .,kamu terlalu muda untuk menonton film ini .
your mother is in critical condition .,ibumu dalam keadaan kritis .
yukio mishima killed himself in  .,yukio mishima bunuh diri pada tahun  .
"good morning ,  said tom with a smile .","selamat pagi ,  kata tom sambil tersenyum ."
how old are you ?  i am  years old .,umurmu berapa ?   tahun .
how old are you ?  i am  years old .,berapa umurmu ?  aku  tahun .
a bad workman always blames his tools .,"tak pandai menganyam ,  pandan disalahkan ."
a bad workman always blames his tools .,tak bisa menari dikatakan lantai yang berjungkit .
a reasonable compromise must be found .,sebuah kesepakatan yang berdasar harus bisa ditemukan .
are you absolutely certain about this ?,apa kau benar-benar yakin dengan hal ini ?
are you serious about getting married ?,apakah kamu serius ingin menikah ?
are you taking any medicine regularly ?,apakah anda mengonsumsi obat-obatan tertentu secara rutin ?
be alert when you cross a busy street !,berhati-hatilah ketika menyeberang jalan yang ramai !
berlin is the largest city in germany .,berlin adalah kota terbesar di jerman .
"both of you are canadians ,  are not you ?","kalian berdua orang kanada ,  kan ?"
can i use your car for a little while ?,bisakah saya meminjam mobil anda sebentar ?
can you tell me who is coming tonight ?,bisakah kamu memberitahuku siapa yang akan datang malam ini ?
"close your eyes ,  and listen carefully .",tutup matamu dan dengarkan baik-baik .
could you please repeat it once again ?,bisakah anda mengulanginya sekali lagi ?
did you hear about the fire yesterday ?,apa kamu dengar tentang kebakaran yang terjadi kemarin ?
did not your parents teach you manners ?,apa orang tuamu tidak mengajarimu sopan santun ?
do you also have this in other colors ?,apakah kamu juga punya ini dengan warna yang lain ?
do you know anyone who teaches french ?,apakah kamu kenal seseorang yang mengajar bahasa prancis ?
do you usually have tea for breakfast ?,apa kau biasa minum teh untuk sarapan ?
do you want to pay with a credit card ?,apakah anda ingin membayar dengan kartu kredit ?
do your children have their own rooms ?,apakah anak-anakmu punya kamar sendiri
do your children have their own rooms ?,anak-anak lu punya kamar sendiri ga ?
does it snow a lot here in the winter ?,apakah di sini salju turun dengan deras saat musim dingin ?
do not bite off more than you can chew .,"kalau kail panjang sejengkal ,  jangan laut hendak diduga ."
do not disturb tom while he is studying .,jangan ganggu tom saat dia sedang belajar .
everybody was interested in the story .,semua orang tertarik pada cerita tersebut .
have you ever seen anything like this ?,pernahkah kamu melihat sesuatu seperti ini ?
have you ever seen anything like this ?,pernahkah kamu melihat yang seperti ini ?
he apologized for having offended her .,dia meminta maaf karena telah menyinggungnya .
he did his best never to think of her .,dia berusaha keras untuk tidak lagi memikirkan dirinya .
he drew two squares on the blackboard .,dia menggambar dua buah persegi pada papan tulis .
he gets a haircut three times a month .,dia mencukur rambutnya tiga kali sebulan .
"helen keller was blind ,  deaf and mute .","helen keller buta ,  tuli ,  dan bisu ."
his brother is a famous soccer player .,saudaranya adalah seorang pemain sepak bola terkenal .
his brother is a famous soccer player .,kakaknya adalah seorang pemain sepak bola terkenal .
his theory is difficult to understand .,teorinya sulit dimengerti .
honey catches more flies than vinegar .,mulut manis mematahkan tulang .
how dare you talk to my son like that !,berani-beraninya kau berbicara kepada anakku seperti itu !
how many canadian friends do you have ?,kamu punya berapa jumlah teman orang kanada ?
how many books are there on the table ?,ada berapa buku di atas meja ?
"hurry up !  if you do not ,  we will be late .","cepat !  jika tidak ,  kita akan terlambat ."
i agree with your opinion about taxes .,saya setuju dengan pendapat anda mengenai pajak .
i cannot even remember what my name is .,aku bahkan tidak bisa mengingat siapa namaku .
i cannot imagine why tom would do that .,aku tidak bisa membayangkan kenapa tom harus melakukan itu .
i captured tom is queen with my knight .,aku memakan ratu tom dengan kudaku .
i do not know anything about astronomy .,aku tidak tahu apa-apa tentang astronomi .
i do not know exactly where i was born .,aku tidak tahu tepatnya di mana aku dilahirkan ?
i do not know who called you yesterday .,aku tidak tahu siapa yang memanggilmu kemarin .
i do not know who painted this picture .,aku tidak tahu siapa yang menggambar gambar ini .
i do not like his smart way of talking .,aku tidak suka cara bicaranya yang lancang .
i do not think i will ever see tom again .,aku pikir aku tidak akan pernah bertemu tom lagi .
i do not want to drink too much coffee .,saya tidak ingin banyak minum kopi .
i do not want to speak ill of the dead .,aku tidak mau berbicara buruk tentang orang yang sudah mati .
i do not want to waste my time on this .,saya tidak mau membuang-buang waktu saya untuk hal ini .
i do not want to waste my time on this .,aku tidak mau membuang waktu untuk ini .
i forgot to ask him what his name was .,aku lupa menanyakan siapa namanya .
i forgot to bring an umbrella with me .,aku lupa membawa payung .
i got this job with my teacher is help .,saya mendapatkan pekerjaan ini dengan bantuan guru saya .
i have a business proposition for you .,aku memiliki tawaran bisnis denganmu .
i have a friend who cuts his own hair .,aku memiliki teman yang memotong rambutnya sendiri .
i have no idea what i am talking about .,aku tidak tahu apa yang aku bicarakan .
i have to pay a little more attention .,aku harus sedikit lebih memperhatikan .
i just realized something interesting .,aku baru saja menyadari sesuatu yang menarik .
i know that tom was born in australia .,saya tahu kalau tom lahir di australia .
i like white roses more than red ones .,aku lebih suka mawar putih daripada mawar merah .
i meet with him once every six months .,aku bertemu dengannya tiap enam bulan sekali .
i once wanted to be an astrophysicist .,aku pernah ingin menjadi seorang astronom fisika .
i really like the way your hair looks .,aku sangat suka gaya rambutmu .
i saw three palm trees near the beach .,saya melihat tiga pohon palem di dekat pantai .
i saw three palm trees near the beach .,aku melihat tiga pohon palem di dekat pantai .
i sometimes have a pain in my stomach .,kadang-kadang perut saya sakit .
i think i may know what this is about .,aku pikir aku mungkin mengetahui apa ini sebenarnya .
i thought tom would say hello to mary .,ku pikir tom akan menyapa mary tadi .
i thought you did not care about money .,aku pikir kamu tidak peduli tentang uang .
i thought you might feel the same way .,saya kira kamu merasakan hal yang sama .
i told them to send me another ticket .,aku memberi tahu mereka untuk mengirimkanku satu tiket lagi .
i was going to ask you the same thing .,aku hendak bertanya kepadamu hal yang sama .
"i will be back by tomorrow ,  if possible .","kalau memungkinkan ,  saya akan kembali besok ."
"i am canadian ,  but i live in australia .","saya orang kanada ,  tetapi saya tinggal di australia ."
i am going to take full responsibility .,aku akan bertanggung jawab penuh .
i am not as busy today as i usually am .,hari ini aku tidak sesibuk biasanya .
i am only three years older than he is .,aku hanya lebih tua tiga tahun daripada dia .
i am sure there is no need to be afraid .,saya yakin tidak ada yang perlu ditakuti .
i have just had new tires put on my car .,aku baru saja memasang ban baru pada mobilku .
i have never seen anything so beautiful .,aku belum pernah melihat sesuatu seindah ini .
i have never swum in the pacific before .,aku belum pernah berenang di samudra pasifik sebelumnya .
"i have written about  ,  words so far .",aku sudah menulis sekitar  .  kata sejauh ini .
"if you are tired ,  you should go to bed .","kalau kamu lelah ,  lebih baik kamu istirahat sekarang ."
in which folder did you save the file ?,kamu menyimpan filenya ke folder mana ?
is there a room available for tonight ?,apakah ada kamar yang tersedia untuk malam ini ?
is there something you want to ask me ?,apakah ada sesuatu yang ingin kamu tanyakan padaku ?
"it is very hot in this room ,  is not it ?",ruangan ini sangat panas yah ?
it was very lucky that you came today .,beruntung sekali kamu datang hari ini .
it is been ten years since we last met .,sudah sepuluh tahun kita tidak bertemu .
"it is not going to be a problem ,  is it ?","hal ini tidak akan menjadi masalah ,  bukan ?"
it is not safe to text while you drive .,mengetik sms selagi anda mengemudi bisa membahayakan keselamatan anda .
marriage is the main cause of divorce .,pernikahan adalah penyebab utama perceraian .
maybe you should try a different size .,mungkin kamu harus mencoba ukuran yang lain .
my brother is always acting foolishly .,adikku selalu bertingkah konyol .
my father wanted me to be an engineer .,ayah saya ingin saya menjadi seorang insinyur .
my hobby is collecting foreign stamps .,hobiku mengoleksi perangko luar negeri .
my mother loves to eat cottage cheese .,ibuku suka makan keju cottage .
neither tom nor mary has one of those .,tom maupun mary tidak memiliki itu .
no one is to leave without permission .,tidak ada yang boleh keluar tanpa permisi .
no one is to leave without permission .,tidak ada yang boleh keluar tanpa izin .
"once a month ,  i go to the hairdresser .","satu kali dalam satu bulan ,  aku pergi ke salon ."
one of the students did not come today .,salah seorang murid tidak datang hari ini .
our city is getting bigger and bigger .,kota kita menjadi semakin besar .
pick up that paper there on the floor .,pungutlah kertas yang ada diatas lantai .
please give me a pillow and a blanket .,tolong berikan saya bantal dan selimut .
please give me your permanent address .,tolong beritahu saya alamat tetap anda .
rats !  i have got to work overtime again .,sial !  aku harus kerja lembur lagi .
she advised him to go to the hospital .,dia menyarankannya untuk pergi ke rumah sakit .
she can take control of the situation .,dia mampu menguasai situasi yang ada .
she has taught music for thirty years .,dia telah mengajar musik selama  tahun .
she poured boiling water into the cup .,dia menuangkan air mendidih ke dalam cangkir .
she was brought up by her grandmother .,dia dibesarkan oleh neneknya .
sometimes i do not know why i am crying .,terkadang saya tidak tahu mengapa saya menangis .
thank you for your beautiful postcard .,terima kasih atas kartu posmu yang sangat indah .
that is it .  i have done everything i can .,oke cukup .  aku sudah melakukan apapun yang aku bisa .
the boxer got up on the count of nine .,petinju itu bangun pada hitungan kesembilan .
the child soon fell asleep in the bed .,anak itu seketika tertidur di ranjangnya .
the conference is to be held in tokyo .,konferensinya akan diadakan di tokyo .
the day after tomorrow is my birthday .,lusa adalah hari ulang tahunku .
the day after tomorrow is my birthday .,lusa itu hari ulang tahunku .
the doctor told me i had a concussion .,dokter memberitahuku bahwa aku mengalami gegar otak .
the doctor warned him against smoking .,dokter mengingatkan dia untuk tidak merokok .
the island is a paradise for children .,pulau itu bagaikan surga bagi anak-anak .
the judge is decision caused an uproar .,keputusan hakim menyebabkan kegaduhan .
the leopard does not change his spots .,"biarpun kucing naik haji ,  pulang-pulang mengeong juga"
the leopard does not change his spots .,"asal ayam pulang ke lumbung ,  asal itik pulang ke pelimbahan ."
"the more you study ,  the more you know .","semakin banyak kamu belajar ,  semakin banyak kamu tahu ."
the most effective defense is offense .,pertahanan paling efektif adalah menyerang .
the movie was almost three hours long .,film itu hampir tiga jam lamanya .
the people there were really friendly .,orang-orang di sana benar-benar ramah .
the police found drugs in tom is house .,polisi menemukan narkoba di rumah tom .
the problem is we do not know anything .,masalahnya kita tidak tahu apa-apa .
"the rain just stopped ,  so let is leave .","hujannya baru saja berhenti ,  jadi ayo kita berangkat ."
the ship was flying the american flag .,kapal itu mengibarkan bendera amerika .
the station is the middle of the city .,stasiun itu berada di tengah kota .
the weather has been good until today .,sampai hari ini cuacanya selalu dalam keadaan baik .
there are plenty more fish in the sea .,"bunga bukan sekuntum ,  kumbang bukan seekor ."
there are still people who cannot read .,masih ada orang-orang yang tidak bisa membaca .
there is a waterfall above the bridge .,ada air terjun di atas jembatan .
there is almost no water in the glass .,hampir tidak ada air di dalam gelas .
there used to be a train station here .,dulu ada stasiun kereta di sini .
there was nothing i could do about it .,tidak ada yang bisa kuperbuat akan hal itu .
there was only one person in the room .,hanya ada satu orang di dalam ruangan itu .
there is no use crying over spilt milk .,nasi sudah menjadi bubur .
there is one more thing you need to do .,ada satu hal lagi yang perlu kau lakukan .
there is still some beer in the fridge .,masih ada sedikit bir di kulkas .
they are very interested in astronomy .,mereka sangat tertarik dengan astronomi .
they keep forgetting to pay the bills .,mereka selalu lupa membayar tagihan .
they left before the end of the movie .,mereka beranjak pergi sebelum filmnya berakhir .
they stayed at a very expensive hotel .,mereka menginap di hotel yang sangat mahal .
this house was bought three years ago .,rumah ini dibeli tiga tahun yang lalu .
this medicine does not taste very good .,obat ini rasanya tidak terlalu enak .
this novel is difficult to understand .,novel ini susah dimengerti .
thomas edison invented the light bulb .,thomas edison menciptakan bola lampu .
today you can eat as much as you want .,hari ini anda bisa makan sebanyak yang anda inginkan .
tom admitted he is stolen mary is money .,tom mengaku bahwa dia telah mencuri uang milik mary
tom always tries to help other people .,tom selalu mencoba membantu orang lain .
tom and mary are sitting on the couch .,tom dan mary sedang duduk di sofa .
tom asked me to tell you he would be late .,tom meminta tolong kepada saya untuk memberitahukan kamu dia akan terlambat .
tom did not even ask for my permission .,tom bahkan tidak meminta izinku .
tom did not realize what was happening .,tom tidak menyadari apa yang sedang terjadi tadi .
tom did not tell mary where john lived .,tom tidak memberitahu mary di mana john tinggal .
tom does not have to apologize to mary .,tom tidak harus meminta maaf kepada mary .
tom does not know much about indonesia .,tom tidak tahu banyak tentang indonesia .
tom does not know much about indonesia .,tom tidak mengetahui banyak hal tentang indonesia .
tom does not want mary to go to boston .,tom tidak ingin mary pergi ke boston .
tom drinks black coffee without sugar .,tom minum kopi hitam tanpa gula .
tom hardly ever speaks french anymore .,tom sudah jarang berbicara dalam bahasa prancis .
tom has never seen the atlantic ocean .,tom belum pernah melihat samudra atlantik .
tom has no intention of marrying mary .,tom tidak memiliki keinginan untuk menikahi mary .
tom is a professional baseball player .,tom adalah pemain bisbol profesional .
tom is always way busier than mary is .,tom selalu jauh lebih sibuk daripada mary .
tom lives in the apartment above mary .,tom tinggal di apartemen diatas tempat mary .
tom looks as though he is seen a ghost .,tom nampak seperti telah melihat hantu .
tom made no attempt to defend himself .,tom tidak berusaha melindungi dirinya sendiri .
tom made the right decision after all .,pada akhirnya tom membuat keputusan yang tepat .
tom must have found out that i was here .,tom pasti tahu jika aku pernah di sini .
tom needs to lose three or four kilos .,tom perlu menurunkan berat badan tiga atau empat kilo .
tom photocopied his birth certificate .,tom memfotokopi akta kelahirannya .
tom poked his pencil through the hole .,tom mencucukkan pensilnya kedalam lubang .
tom realized mary was waiting for him .,tom menyadari mary menunggu dirinya .
"tom really likes swimming ,  does not he ?",bukankah tom sungguh menyukai berenang ?
tom said he would never speak to me again .,tom berkata dia tidak akan pernah berbicara denganku lagi .
tom said that he regretted doing that .,tom berkata bahwa dia menyesal melakukan itu .
tom saw a boy waiting at the bus stop .,tom melihat seorang anak laki-laki menunggu di halte .
tom took aim and fired a warning shot .,tom membidik dan menembakkan tembakan peringatan .
tom tried to push mary into the water .,tom mencoba mendorong mary kedalam air .
tom understands what needs to be done .,tom paham apa yang harus dituntaskan .
tom was unable to hide his excitement .,tom tidak mampu menyembunyikan antusiasmenya .
tom was not injured in the train wreck .,tom tidak terluka dalam kecelakaan kereta itu .
tom went to meet some girl named mary .,tom pergi menemui perempuan bernama mary .
tom is salary is much higher than mine .,gaji tom jauh lebih tinggi daripada gajiku .
"tom ,  mary and john are in the kitchen .","tom ,  mary ,  dan john sedang berada di dapur ."
we do not even know how to contact tom .,kita bahkan tidak tahu cara menghubungi tom .
we do not want to lose our credibility .,kami tidak ingin kehilangan kredibilitas kami .
we have had a lot of rain this summer .,kita dapat banyak hujan musim panas ini .
we have no reason to change our plans .,kami tidak punya alasan untuk mengganti rencana kami .
we must not waste our energy resources .,kita tidak boleh membuang-buang percuma sumber energi kita .
what do you want to know about boston ?,apa yang ingin anda ketahui tentang boston ?
what you are saying does not make sense .,yang kamu katakan itu tidak masuk akal .
what is your favorite item of clothing ?,pakaian apa yang paling kamu sukai ?
when was the last time you ate shrimp ?,kapan terakhir kali kamu makan udang ?
when will your new novel be published ?,kapan novel barumu akan diterbitkan ?
where did tom get all that money from ?,tom mendapatkan uang itu semua dari mana ?
who in the world do you think you are ?,kamu pikir kamu ini siapa ?
who is the oldest person in the world ?,siapakah orang tertua di dunia ?
who is the richest person in australia ?,siapa orang terkaya di australia ?
who is the richest person in australia ?,siapa orang yang paling kaya di australia ?
who is your favorite character on glee ?,siapa karakter favoritmu di glee ?
you always try to blame somebody else .,kamu selalu mencoba menyalahkan orang lain .
"you do not really believe that ,  do you ?","kau tidak benar-benar mempercayainya ,  kan ?"
you have not given me what i asked for .,kamu belum memberiku yang kuminta .
"you know that is impossible ,  do not you ?","kamu tahu itu tidak mungkin ,  kan ?"
you should be ashamed of your conduct .,kamu seharusnya malu dengan tingkah laku kamu itu .
you should follow the doctor is advice .,kau harus mengikuti petunjuk dokter .
you should have paid your bills on time .,kau seharusnya membayar tagihanmu tepat waktu .
"i want that book ,  he said to himself .","aku ingin buku itu ,  katanya pada dirinya sendiri ."
"is she reading a book ?  yes ,  she is .","apakah dia sedang membaca buku ?  ya ,  dia sedang membaca buku ."
all you have to do is press the button .,yang harus kau lakukan adalah menekan tombolnya .
"an eye for an eye ,  a tooth for a tooth .","mata ganti mata ,  gigi ganti gigi ."
are you spending thanksgiving with tom ?,apa kamu menghabiskan waktu bersama tom di hari thanksgiving ?
astronomy is by no means a new science .,astronomi sama sekali bukanlah ilmu yang baru .
"believe it or not ,  tom is  years old .","percaya atau tidak ,  tom sudah berusia  tahun ."
